enum	value_dec	value_hex	name	base
GameAction	161	0xA1	Character_LoginCompleteNotification	hex
GameAction	162	0xA2	Fellowship_Create	hex
GameAction	163	0xA3	Fellowship_Quit	hex
GameAction	164	0xA4	Fellowship_Dismiss	hex
GameAction	165	0xA5	Fellowship_Recruit	hex
GameAction	166	0xA6	Fellowship_UpdateRequest	hex
GameAction	170	0xAA	Writing_BookAddPage	hex
GameAction	171	0xAB	Writing_BookModifyPage	hex
GameAction	172	0xAC	Writing_BookData	hex
GameAction	173	0xAD	Writing_BookDeletePage	hex
GameAction	174	0xAE	Writing_BookPageData	hex
GameAction	191	0xBF	Writing_SetInscription	hex
GameAction	200	0xC8	Item_Appraise	hex
GameAction	205	0xCD	Inventory_GiveObjectRequest	hex
GameAction	214	0xD6	Advocate_Teleport	hex
GameAction	320	0x140	Character_AbuseLogRequest	hex
GameAction	325	0x145	Communication_AddToChannel	hex
GameAction	326	0x146	Communication_RemoveFromChannel	hex
GameAction	327	0x147	Communication_ChannelBroadcast	hex
GameAction	328	0x148	Communication_ChannelList	hex
GameAction	329	0x149	Communication_ChannelIndex	hex
GameAction	405	0x195	Inventory_NoLongerViewingContents	hex
GameAction	411	0x19B	Inventory_StackableSplitToWield	hex
GameAction	412	0x19C	Character_AddShortCut	hex
GameAction	413	0x19D	Character_RemoveShortCut	hex
GameAction	417	0x1A1	Character_CharacterOptionsEvent	hex
GameAction	424	0x1A8	Magic_RemoveSpell	hex
GameAction	439	0x1B7	Combat_CancelAttack	hex
GameAction	447	0x1BF	Combat_QueryHealth	hex
GameAction	450	0x1C2	Character_QueryAge	hex
GameAction	452	0x1C4	Character_QueryBirth	hex
GameAction	479	0x1DF	Communication_Emote	hex
GameAction	481	0x1E1	Communication_SoulEmote	hex
GameAction	483	0x1E3	Character_AddSpellFavorite	hex
GameAction	484	0x1E4	Character_RemoveSpellFavorite	hex
GameAction	489	0x1E9	Character_RequestPing	hex
GameAction	502	0x1F6	Trade_OpenTradeNegotiations	hex
GameAction	503	0x1F7	Trade_CloseTradeNegotiations	hex
GameAction	504	0x1F8	Trade_AddToTrade	hex
GameAction	506	0x1FA	Trade_AcceptTrade	hex
GameAction	507	0x1FB	Trade_DeclineTrade	hex
GameAction	516	0x204	Trade_ResetTrade	hex
GameAction	534	0x216	Character_ClearPlayerConsentList	hex
GameAction	535	0x217	Character_DisplayPlayerConsentList	hex
GameAction	536	0x218	Character_RemoveFromPlayerConsentList	hex
GameAction	537	0x219	Character_AddPlayerPermission	hex
GameAction	540	0x21C	House_BuyHouse	hex
GameAction	542	0x21E	House_QueryHouse	hex
GameAction	543	0x21F	House_AbandonHouse	hex
GameAction	544	0x220	Character_RemovePlayerPermission	hex
GameAction	545	0x221	House_RentHouse	hex
GameAction	548	0x224	Character_SetDesiredComponentLevel	hex
GameAction	581	0x245	House_AddPermanentGuest	hex
GameAction	582	0x246	House_RemovePermanentGuest	hex
GameAction	583	0x247	House_SetOpenHouseStatus	hex
GameAction	585	0x249	House_ChangeStoragePermission	hex
GameAction	586	0x24A	House_BootSpecificHouseGuest	hex
GameAction	588	0x24C	House_RemoveAllStoragePermission	hex
GameAction	589	0x24D	House_RequestFullGuestList	hex
GameAction	596	0x254	Allegiance_SetMotd	hex
GameAction	597	0x255	Allegiance_QueryMotd	hex
GameAction	598	0x256	Allegiance_ClearMotd	hex
GameAction	600	0x258	House_QueryLord	hex
GameAction	604	0x25C	House_AddAllStoragePermission	hex
GameAction	606	0x25E	House_RemoveAllPermanentGuests	hex
GameAction	607	0x25F	House_BootEveryone	hex
GameAction	610	0x262	House_TeleToHouse	hex
GameAction	611	0x263	Item_QueryItemMana	hex
GameAction	614	0x266	House_SetHooksVisibility	hex
GameAction	615	0x267	House_ModifyAllegianceGuestPermission	hex
GameAction	616	0x268	House_ModifyAllegianceStoragePermission	hex
GameAction	617	0x269	Game_Join	hex
GameAction	618	0x26A	Game_Quit	hex
GameAction	619	0x26B	Game_Move	hex
GameAction	621	0x26D	Game_MovePass	hex
GameAction	622	0x26E	Game_Stalemate	hex
GameAction	624	0x270	House_ListAvailableHouses	hex
GameAction	629	0x275	Character_ConfirmationResponse	hex
GameAction	631	0x277	Allegiance_BreakAllegianceBoot	hex
GameAction	632	0x278	House_TeleToMansion	hex
GameAction	633	0x279	Character_Suicide	hex
GameAction	635	0x27B	Allegiance_AllegianceInfoRequest	hex
GameAction	637	0x27D	Inventory_CreateTinkeringTool	hex
GameAction	646	0x286	Character_SpellbookFilterEvent	hex
GameAction	653	0x28D	Character_TeleToMarketplace	hex
GameAction	655	0x28F	Character_EnterPKLite	hex
GameAction	656	0x290	Fellowship_AssignNewLeader	hex
GameAction	657	0x291	Fellowship_ChangeFellowOpeness	hex
GameAction	672	0x2A0	Allegiance_AllegianceChatBoot	hex
GameAction	673	0x2A1	Allegiance_AddAllegianceBan	hex
GameAction	674	0x2A2	Allegiance_RemoveAllegianceBan	hex
GameAction	675	0x2A3	Allegiance_ListAllegianceBans	hex
GameAction	677	0x2A5	Allegiance_RemoveAllegianceOfficer	hex
GameAction	678	0x2A6	Allegiance_ListAllegianceOfficers	hex
GameAction	679	0x2A7	Allegiance_ClearAllegianceOfficers	hex
GameAction	683	0x2AB	Allegiance_RecallAllegianceHometown	hex
GameAction	687	0x2AF	Admin_QueryPluginListResponse	hex
GameAction	690	0x2B2	Admin_QueryPluginResponse	hex
GameAction	785	0x311	Character_FinishBarber	hex
GameAction	790	0x316	Social_AbandonContract	hex
GameAction	63003	0xF61B	Movement_Jump	hex
GameAction	63004	0xF61C	Movement_MoveToState	hex
GameAction	63006	0xF61E	Movement_DoMovementCommand	hex
GameAction	63073	0xF661	Movement_StopMovementCommand	hex
GameAction	63314	0xF752	Movement_AutonomyLevel	hex
GameAction	63315	0xF753	Movement_AutonomousPosition	hex
GameAction	63433	0xF7C9	Movement_Jump_NonAutonomous	hex
GameEvent	3	0x3	Allegiance_AllegianceUpdateAborted	hex
GameEvent	4	0x4	Communication_PopUpString	hex
GameEvent	19	0x13	Login_PlayerDescription	hex
GameEvent	32	0x20	Allegiance_AllegianceUpdate	hex
GameEvent	33	0x21	Social_FriendsUpdate	hex
GameEvent	34	0x22	Item_ServerSaysContainId	hex
GameEvent	35	0x23	Item_WearItem	hex
GameEvent	41	0x29	Social_CharacterTitleTable	hex
GameEvent	43	0x2B	Social_AddOrSetCharacterTitle	hex
GameEvent	82	0x52	Item_StopViewingObjectContents	hex
GameEvent	98	0x62	Vendor_VendorInfo	hex
GameEvent	117	0x75	Character_StartBarber	hex
GameEvent	163	0xA3	Fellowship_Quit	hex
GameEvent	164	0xA4	Fellowship_Dismiss	hex
GameEvent	180	0xB4	Writing_BookOpen	hex
GameEvent	182	0xB6	Writing_BookAddPageResponse	hex
GameEvent	183	0xB7	Writing_BookDeletePageResponse	hex
GameEvent	184	0xB8	Writing_BookPageDataResponse	hex
GameEvent	195	0xC3	Item_GetInscriptionResponse	hex
GameEvent	201	0xC9	Item_SetAppraiseInfo	hex
GameEvent	327	0x147	Communication_ChannelBroadcast	hex
GameEvent	328	0x148	Communication_ChannelList	hex
GameEvent	329	0x149	Communication_ChannelIndex	hex
GameEvent	406	0x196	Item_OnViewContents	hex
GameEvent	410	0x19A	Item_ServerSaysMoveItem	hex
GameEvent	423	0x1A7	Combat_HandleAttackDoneEvent	hex
GameEvent	424	0x1A8	Magic_RemoveSpell	hex
GameEvent	428	0x1AC	Combat_HandleVictimNotificationEventSelf	hex
GameEvent	429	0x1AD	Combat_HandleVictimNotificationEventOther	hex
GameEvent	433	0x1B1	Combat_HandleAttackerNotificationEvent	hex
GameEvent	434	0x1B2	Combat_HandleDefenderNotificationEvent	hex
GameEvent	435	0x1B3	Combat_HandleEvasionAttackerNotificationEvent	hex
GameEvent	436	0x1B4	Combat_HandleEvasionDefenderNotificationEvent	hex
GameEvent	440	0x1B8	Combat_HandleCommenceAttackEvent	hex
GameEvent	448	0x1C0	Combat_QueryHealthResponse	hex
GameEvent	451	0x1C3	Character_QueryAgeResponse	hex
GameEvent	455	0x1C7	Item_UseDone	hex
GameEvent	456	0x1C8	Allegiance_AllegianceUpdateDone	hex
GameEvent	457	0x1C9	Fellowship_FellowUpdateDone	hex
GameEvent	458	0x1CA	Fellowship_FellowStatsDone	hex
GameEvent	459	0x1CB	Item_AppraiseDone	hex
GameEvent	490	0x1EA	Character_ReturnPing	hex
GameEvent	500	0x1F4	Communication_SetSquelchDB	hex
GameEvent	509	0x1FD	Trade_RegisterTrade	hex
GameEvent	510	0x1FE	Trade_OpenTrade	hex
GameEvent	511	0x1FF	Trade_CloseTrade	hex
GameEvent	512	0x200	Trade_AddToTrade	hex
GameEvent	513	0x201	Trade_RemoveFromTrade	hex
GameEvent	514	0x202	Trade_AcceptTrade	hex
GameEvent	515	0x203	Trade_DeclineTrade	hex
GameEvent	517	0x205	Trade_ResetTrade	hex
GameEvent	519	0x207	Trade_TradeFailure	hex
GameEvent	520	0x208	Trade_ClearTradeAcceptance	hex
GameEvent	541	0x21D	House_HouseProfile	hex
GameEvent	549	0x225	House_HouseData	hex
GameEvent	550	0x226	House_HouseStatus	hex
GameEvent	551	0x227	House_UpdateRentTime	hex
GameEvent	552	0x228	House_UpdateRentPayment	hex
GameEvent	584	0x248	House_UpdateRestrictions	hex
GameEvent	599	0x257	House_UpdateHAR	hex
GameEvent	601	0x259	House_HouseTransaction	hex
GameEvent	612	0x264	Item_QueryItemManaResponse	hex
GameEvent	625	0x271	House_AvailableHouses	hex
GameEvent	628	0x274	Character_ConfirmationRequest	hex
GameEvent	630	0x276	Character_ConfirmationDone	hex
GameEvent	634	0x27A	Allegiance_AllegianceLoginNotificationEvent	hex
GameEvent	636	0x27C	Allegiance_AllegianceInfoResponseEvent	hex
GameEvent	641	0x281	Game_JoinGameResponse	hex
GameEvent	642	0x282	Game_StartGame	hex
GameEvent	643	0x283	Game_MoveResponse	hex
GameEvent	644	0x284	Game_OpponentTurn	hex
GameEvent	645	0x285	Game_OpponentStalemateState	hex
GameEvent	650	0x28A	Communication_WeenieError	hex
GameEvent	651	0x28B	Communication_WeenieErrorWithString	hex
GameEvent	652	0x28C	Game_GameOver	hex
GameEvent	661	0x295	Communication_ChatRoomTracker	hex
GameEvent	686	0x2AE	Admin_QueryPluginList	hex
GameEvent	689	0x2B1	Admin_QueryPlugin	hex
GameEvent	691	0x2B3	Admin_QueryPluginResponse2	hex
GameEvent	692	0x2B4	Inventory_SalvageOperationsResultData	hex
GameEvent	701	0x2BD	Communication_HearDirectSpeech	hex
GameEvent	702	0x2BE	Fellowship_FullUpdate	hex
GameEvent	703	0x2BF	Fellowship_Disband	hex
GameEvent	704	0x2C0	Fellowship_UpdateFellow	hex
GameEvent	705	0x2C1	Magic_UpdateSpell	hex
GameEvent	706	0x2C2	Magic_UpdateEnchantment	hex
GameEvent	707	0x2C3	Magic_RemoveEnchantment	hex
GameEvent	708	0x2C4	Magic_UpdateMultipleEnchantments	hex
GameEvent	709	0x2C5	Magic_RemoveMultipleEnchantments	hex
GameEvent	710	0x2C6	Magic_PurgeEnchantments	hex
GameEvent	711	0x2C7	Magic_DispelEnchantment	hex
GameEvent	712	0x2C8	Magic_DispelMultipleEnchantments	hex
GameEvent	713	0x2C9	Misc_PortalStormBrewing	hex
GameEvent	714	0x2CA	Misc_PortalStormImminent	hex
GameEvent	715	0x2CB	Misc_PortalStorm	hex
GameEvent	716	0x2CC	Misc_PortalStormSubsided	hex
GameEvent	747	0x2EB	Communication_TransientString	hex
GameEvent	786	0x312	Magic_PurgeBadEnchantments	hex
GameEvent	788	0x314	Social_SendClientContractTrackerTable	hex
GameEvent	789	0x315	Social_SendClientContractTracker	hex
GameMessageGroup	1	0x1	Event	hex
GameMessageGroup	2	0x2	Control	hex
GameMessageGroup	3	0x3	Weenie	hex
GameMessageGroup	4	0x4	Logon	hex
GameMessageGroup	5	0x5	Database	hex
GameMessageGroup	6	0x6	SecureControl	hex
GameMessageGroup	7	0x7	SecureWeenie	hex
GameMessageGroup	8	0x8	SecureLogin	hex
GameMessageGroup	8	0x8	Observer	hex
GameMessageGroup	9	0x9	UIQueue	hex
GameMessageGroup	10	0xA	SmartBox	hex
Gender	0	0x0	Invalid	hex
Gender	1	0x1	Male	hex
Gender	2	0x2	Female	hex
GeneratorDestruct	0	0x0	Undef	hex
GeneratorDestruct	1	0x1	Nothing	hex
GeneratorDestruct	2	0x2	Destroy	hex
GeneratorDestruct	3	0x3	Kill	hex
GeneratorTimeType	0	0x0	Undef	hex
GeneratorTimeType	1	0x1	RealTime	hex
GeneratorTimeType	2	0x2	Defined	hex
GeneratorTimeType	3	0x3	Event	hex
GeneratorTimeType	4	0x4	Night	hex
GeneratorTimeType	5	0x5	Day	hex
GeneratorType	0	0x0	Undef	hex
GeneratorType	1	0x1	Relative	hex
GeneratorType	2	0x2	Absolute	hex
HeritageGroup	0	0x0	Invalid	hex
HeritageGroup	1	0x1	Aluvian	hex
HeritageGroup	2	0x2	Gharundim	hex
HeritageGroup	3	0x3	Sho	hex
HeritageGroup	4	0x4	Viamontian	hex
HeritageGroup	5	0x5	Shadowbound	hex
HeritageGroup	6	0x6	Gearknight	hex
HeritageGroup	7	0x7	Tumerok	hex
HeritageGroup	8	0x8	Lugian	hex
HeritageGroup	9	0x9	Empyrean	hex
HeritageGroup	10	0xA	Penumbraen	hex
HeritageGroup	11	0xB	Undead	hex
HeritageGroup	12	0xC	Olthoi	hex
HeritageGroup	13	0xD	OlthoiAcid	hex
HoldKey	0	0x0	Invalid	hex
HoldKey	1	0x1	None	hex
HoldKey	2	0x2	Run	hex
HookAppraisalFlags	1	0x1	Inscribable	hex
HookAppraisalFlags	2	0x2	IsHealer	hex
HookAppraisalFlags	8	0x8	IsLockpick	hex
HookGroupType	0	0x0	Undef	hex (power-of-two)
HookGroupType	1	0x1	NoisemakingItems	hex (power-of-two)
HookGroupType	2	0x2	TestItems	hex (power-of-two)
HookGroupType	4	0x4	PortalItems	hex (power-of-two)
HookGroupType	8	0x8	WritableItems	hex (power-of-two)
HookGroupType	16	0x10	SpellCastingItems	hex (power-of-two)
HookGroupType	32	0x20	SpellTeachingItems	hex (power-of-two)
HookType	1	0x1	Floor	hex (mask attr)
HookType	2	0x2	Wall	hex (mask attr)
HookType	4	0x4	Ceiling	hex (mask attr)
HookType	8	0x8	Yard	hex (mask attr)
HookType	16	0x10	Roof	hex (mask attr)
HouseBitfield	0	0x0	Undef	hex
HouseBitfield	1	0x1	Active	hex
HouseBitfield	2	0x2	RequiresMonarch	hex
HouseStatus	-1	0x-1	Disabled	hex
HouseStatus	0	0x0	InActive	hex
HouseStatus	1	0x1	Active	hex
HouseType	1	0x1	Cottage	hex
HouseType	2	0x2	Villa	hex
HouseType	3	0x3	Mansion	hex
HouseType	4	0x4	Apartment	hex
IconHighlight	0	0x0	Invalid	hex (mask attr)
IconHighlight	1	0x1	Magical	hex (mask attr)
IconHighlight	2	0x2	Poisoned	hex (mask attr)
IconHighlight	4	0x4	BoostHealth	hex (mask attr)
IconHighlight	8	0x8	BoostMana	hex (mask attr)
IconHighlight	16	0x10	BoostStamina	hex (mask attr)
IconHighlight	32	0x20	Fire	hex (mask attr)
IconHighlight	64	0x40	Lightning	hex (mask attr)
IconHighlight	128	0x80	Frost	hex (mask attr)
IconHighlight	256	0x100	Acid	hex (mask attr)
IconHighlight	512	0x200	Bludgeoning	hex (mask attr)
IconHighlight	1024	0x400	Slashing	hex (mask attr)
IconHighlight	2048	0x800	Piercing	hex (mask attr)
IconHighlight	4096	0x1000	Nether	hex (mask attr)
ImbuedEffectType	0	0x0	Undef	hex (power-of-two)
ImbuedEffectType	1	0x1	CriticalStrike	hex (power-of-two)
ImbuedEffectType	2	0x2	CripplingBlow	hex (power-of-two)
ImbuedEffectType	4	0x4	ArmorRending	hex (power-of-two)
ImbuedEffectType	8	0x8	SlashRending	hex (power-of-two)
ImbuedEffectType	16	0x10	PierceRending	hex (power-of-two)
ImbuedEffectType	32	0x20	BludgeonRending	hex (power-of-two)
ImbuedEffectType	64	0x40	AcidRending	hex (power-of-two)
ImbuedEffectType	128	0x80	ColdRending	hex (power-of-two)
ImbuedEffectType	256	0x100	ElectricRending	hex (power-of-two)
ImbuedEffectType	512	0x200	FireRending	hex (power-of-two)
ImbuedEffectType	1024	0x400	MeleeDefense	hex (power-of-two)
ImbuedEffectType	2048	0x800	MissileDefense	hex (power-of-two)
ImbuedEffectType	4096	0x1000	MagicDefense	hex (power-of-two)
ImbuedEffectType	8192	0x2000	Spellbook	hex (power-of-two)
ImbuedEffectType	16384	0x4000	NetherRending	hex (power-of-two)
ImbuedEffectType	536870912	0x20000000	IgnoreSomeMagicProjectileDamage	hex (power-of-two)
ImbuedEffectType	1073741824	0x40000000	AlwaysCritical	hex (power-of-two)
ImbuedEffectType	2147483648	0x80000000	IgnoreAllArmor	hex (power-of-two)
ItemType	1	0x1	MeleeWeapon	hex (mask attr)
ItemType	2	0x2	Armor	hex (mask attr)
ItemType	4	0x4	Clothing	hex (mask attr)
ItemType	8	0x8	Jewelry	hex (mask attr)
ItemType	16	0x10	Creature	hex (mask attr)
ItemType	32	0x20	Food	hex (mask attr)
ItemType	64	0x40	Money	hex (mask attr)
ItemType	128	0x80	Misc	hex (mask attr)
ItemType	256	0x100	MissileWeapon	hex (mask attr)
ItemType	512	0x200	Container	hex (mask attr)
ItemType	1024	0x400	Useless	hex (mask attr)
ItemType	2048	0x800	Gem	hex (mask attr)
ItemType	4096	0x1000	SpellComponents	hex (mask attr)
ItemType	8192	0x2000	Writable	hex (mask attr)
ItemType	16384	0x4000	Key	hex (mask attr)
ItemType	32768	0x8000	Caster	hex (mask attr)
ItemType	65536	0x10000	Portal	hex (mask attr)
ItemType	131072	0x20000	Lockable	hex (mask attr)
ItemType	262144	0x40000	PromissoryNote	hex (mask attr)
ItemType	524288	0x80000	ManaStone	hex (mask attr)
ItemType	1048576	0x100000	Service	hex (mask attr)
ItemType	2097152	0x200000	MagicWieldable	hex (mask attr)
ItemType	4194304	0x400000	CraftCookingBase	hex (mask attr)
ItemType	8388608	0x800000	CraftAlchemyBase	hex (mask attr)
ItemType	33554432	0x2000000	CraftFletchingBase	hex (mask attr)
ItemType	67108864	0x4000000	CraftAlchemyIntermediate	hex (mask attr)
ItemType	134217728	0x8000000	CraftFletchingIntermediate	hex (mask attr)
ItemType	268435456	0x10000000	LifeStone	hex (mask attr)
ItemType	536870912	0x20000000	TinkeringTool	hex (mask attr)
ItemType	1073741824	0x40000000	TinkeringMaterial	hex (mask attr)
ItemType	2147483648	0x80000000	Gameboard	hex (mask attr)
ItemXpStyle	0	0x0	Undef	hex
ItemXpStyle	1	0x1	Fixed	hex
ItemXpStyle	2	0x2	ScalesWithLevel	hex
ItemXpStyle	3	0x3	FixedPlusBase	hex
LogTextType	0	0x0	Default	hex
LogTextType	2	0x2	Speech	hex
LogTextType	3	0x3	Tell	hex
LogTextType	4	0x4	SpeechDirectSend	hex
LogTextType	5	0x5	System	hex
LogTextType	6	0x6	Combat	hex
LogTextType	7	0x7	Magic	hex
LogTextType	8	0x8	Channel	hex
LogTextType	9	0x9	ChannelSend	hex
LogTextType	10	0xA	Social	hex
LogTextType	11	0xB	SocialSend	hex
LogTextType	12	0xC	Emote	hex
LogTextType	13	0xD	Advancement	hex
LogTextType	14	0xE	Abuse	hex
LogTextType	15	0xF	Help	hex
LogTextType	16	0x10	Appraisal	hex
LogTextType	17	0x11	Spellcasting	hex
LogTextType	18	0x12	Allegiance	hex
LogTextType	19	0x13	Fellowship	hex
LogTextType	20	0x14	WorldBroadcast	hex
LogTextType	21	0x15	CombatEnemy	hex
LogTextType	22	0x16	CombatSelf	hex
LogTextType	23	0x17	Recall	hex
LogTextType	24	0x18	Craft	hex
LogTextType	25	0x19	Salvaging	hex
LogTextType	31	0x1F	AdminTell	hex
MaterialType	1	0x1	Ceramic	hex
MaterialType	2	0x2	Porcelain	hex
MaterialType	4	0x4	Linen	hex
MaterialType	5	0x5	Satin	hex
MaterialType	6	0x6	Silk	hex
MaterialType	7	0x7	Velvet	hex
MaterialType	8	0x8	Wool	hex
MaterialType	10	0xA	Agate	hex
MaterialType	11	0xB	Amber	hex
MaterialType	12	0xC	Amethyst	hex
MaterialType	13	0xD	Aquamarine	hex
MaterialType	14	0xE	Azurite	hex
MaterialType	15	0xF	BlackGarnet	hex
MaterialType	16	0x10	BlackOpal	hex
MaterialType	17	0x11	Bloodstone	hex
MaterialType	18	0x12	Carnelian	hex
MaterialType	19	0x13	Citrine	hex
MaterialType	20	0x14	Diamond	hex
MaterialType	21	0x15	Emerald	hex
MaterialType	22	0x16	FireOpal	hex
MaterialType	23	0x17	GreenGarnet	hex
MaterialType	24	0x18	GreenJade	hex
MaterialType	25	0x19	Hematite	hex
MaterialType	26	0x1A	ImperialTopaz	hex
MaterialType	27	0x1B	Jet	hex
MaterialType	28	0x1C	LapisLazuli	hex
MaterialType	29	0x1D	LavenderJade	hex
MaterialType	30	0x1E	Malachite	hex
MaterialType	31	0x1F	Moonstone	hex
MaterialType	32	0x20	Onyx	hex
MaterialType	33	0x21	Opal	hex
MaterialType	34	0x22	Peridot	hex
MaterialType	35	0x23	RedGarnet	hex
MaterialType	36	0x24	RedJade	hex
MaterialType	37	0x25	RoseQuartz	hex
MaterialType	38	0x26	Ruby	hex
MaterialType	39	0x27	Sapphire	hex
MaterialType	40	0x28	SmokeyQuartz	hex
MaterialType	41	0x29	Sunstone	hex
MaterialType	42	0x2A	TigerEye	hex
MaterialType	43	0x2B	Tourmaline	hex
MaterialType	44	0x2C	Turquoise	hex
MaterialType	45	0x2D	WhiteJade	hex
MaterialType	46	0x2E	WhiteQuartz	hex
MaterialType	47	0x2F	WhiteSapphire	hex
MaterialType	48	0x30	YellowGarnet	hex
MaterialType	49	0x31	YellowTopaz	hex
MaterialType	50	0x32	Zircon	hex
MaterialType	51	0x33	Ivory	hex
MaterialType	52	0x34	Leather	hex
MaterialType	53	0x35	ArmoredilloHide	hex
MaterialType	54	0x36	GromnieHide	hex
MaterialType	55	0x37	ReedSharkHide	hex
MaterialType	57	0x39	Brass	hex
MaterialType	58	0x3A	Bronze	hex
MaterialType	59	0x3B	Copper	hex
MaterialType	60	0x3C	Gold	hex
MaterialType	61	0x3D	Iron	hex
MaterialType	62	0x3E	Pyreal	hex
MaterialType	63	0x3F	Silver	hex
MaterialType	64	0x40	Steel	hex
MaterialType	66	0x42	Alabaster	hex
MaterialType	67	0x43	Granite	hex
MaterialType	68	0x44	Marble	hex
MaterialType	69	0x45	Obsidian	hex
MaterialType	70	0x46	Sandstone	hex
MaterialType	71	0x47	Serpentine	hex
MaterialType	73	0x49	Ebony	hex
MaterialType	74	0x4A	Mahogany	hex
MaterialType	75	0x4B	Oak	hex
MaterialType	76	0x4C	Pine	hex
MaterialType	77	0x4D	Teak	hex
MovementCommand	1	0x1	HoldRun	hex
MovementCommand	2	0x2	HoldSidestep	hex
MovementCommand	5	0x5	WalkForward	hex
MovementCommand	6	0x6	WalkBackwards	hex
MovementCommand	7	0x7	RunForward	hex
MovementCommand	13	0xD	TurnRight	hex
MovementCommand	14	0xE	TurnLeft	hex
MovementCommand	15	0xF	SideStepRight	hex
MovementCommand	16	0x10	SideStepLeft	hex
MovementOption	0	0x0	None	hex
MovementOption	1	0x1	StickToObject	hex
MovementOption	2	0x2	StandingLongJump	hex
MovementType	0	0x0	InterpertedMotionState	hex
MovementType	6	0x6	MoveToObject	hex
MovementType	7	0x7	MoveToPosition	hex
MovementType	8	0x8	TurnToObject	hex
MovementType	9	0x9	TurnToPosition	hex
NetAuthType	0	0x0	Undef	dec (unverified)
NetAuthType	1	0x1	Account	dec (unverified)
NetAuthType	2	0x2	AccountPassword	dec (unverified)
NetAuthType	40000002	0x2625A02	GlsTicket	dec (unverified)
ObjectDescriptionFlag	1	0x1	Openable	hex (mask attr)
ObjectDescriptionFlag	2	0x2	Inscribable	hex (mask attr)
ObjectDescriptionFlag	4	0x4	Stuck	hex (mask attr)
ObjectDescriptionFlag	8	0x8	Player	hex (mask attr)
ObjectDescriptionFlag	16	0x10	Attackable	hex (mask attr)
ObjectDescriptionFlag	32	0x20	PlayerKiller	hex (mask attr)
ObjectDescriptionFlag	64	0x40	HiddenAdmin	hex (mask attr)
ObjectDescriptionFlag	128	0x80	UiHidden	hex (mask attr)
ObjectDescriptionFlag	256	0x100	Book	hex (mask attr)
ObjectDescriptionFlag	512	0x200	Vendor	hex (mask attr)
ObjectDescriptionFlag	1024	0x400	PkSwitch	hex (mask attr)
ObjectDescriptionFlag	2048	0x800	NpkSwitch	hex (mask attr)
ObjectDescriptionFlag	4096	0x1000	Door	hex (mask attr)
ObjectDescriptionFlag	8192	0x2000	Corpse	hex (mask attr)
ObjectDescriptionFlag	16384	0x4000	LifeStone	hex (mask attr)
ObjectDescriptionFlag	32768	0x8000	Food	hex (mask attr)
ObjectDescriptionFlag	65536	0x10000	Healer	hex (mask attr)
ObjectDescriptionFlag	131072	0x20000	Lockpick	hex (mask attr)
ObjectDescriptionFlag	262144	0x40000	Portal	hex (mask attr)
ObjectDescriptionFlag	1048576	0x100000	Admin	hex (mask attr)
ObjectDescriptionFlag	2097152	0x200000	FreePkStatus	hex (mask attr)
ObjectDescriptionFlag	4194304	0x400000	ImmuneCellRestrictions	hex (mask attr)
ObjectDescriptionFlag	8388608	0x800000	RequiresPackSlot	hex (mask attr)
ObjectDescriptionFlag	16777216	0x1000000	Retained	hex (mask attr)
ObjectDescriptionFlag	33554432	0x2000000	PkLiteStatus	hex (mask attr)
ObjectDescriptionFlag	67108864	0x4000000	IncludesSecondHeader	hex (mask attr)
ObjectDescriptionFlag	134217728	0x8000000	BindStone	hex (mask attr)
ObjectDescriptionFlag	268435456	0x10000000	VolatileRare	hex (mask attr)
ObjectDescriptionFlag	536870912	0x20000000	WieldOnUse	hex (mask attr)
ObjectDescriptionFlag	1073741824	0x40000000	WieldLeft	hex (mask attr)
PacketHeaderFlags	0	0x0	None	hex (mask attr)
PacketHeaderFlags	1	0x1	Retransmission	hex (mask attr)
PacketHeaderFlags	2	0x2	EncryptedChecksum	hex (mask attr)
PacketHeaderFlags	4	0x4	BlobFragments	hex (mask attr)
PacketHeaderFlags	256	0x100	ServerSwitch	hex (mask attr)
PacketHeaderFlags	512	0x200	LogonServerAddr	hex (mask attr)
PacketHeaderFlags	1024	0x400	EmptyHeader1	hex (mask attr)
PacketHeaderFlags	2048	0x800	Referral	hex (mask attr)
PacketHeaderFlags	4096	0x1000	RequestRetransmit	hex (mask attr)
PacketHeaderFlags	8192	0x2000	RejectRetransmit	hex (mask attr)
PacketHeaderFlags	16384	0x4000	AckSequence	hex (mask attr)
PacketHeaderFlags	32768	0x8000	Disconnect	hex (mask attr)
